ThumbDIP,ThumbPIP,IndexDIP,IndexPIP,IndexMCP,MiddleDIP,MiddlePIP,MiddleMCP,RingDIP,RingPIP,RingMCP,PinkyDIP,PinkyPIP,PinkyMCP,TI,IM,MR,RP,Wrist Angle Upward,Wrist Angle Downward
8.014081084467833,41.05717623621097,2.6770562914405183,3.321019920216468,14.762336624884833,2.9215915786247413,3.6445975369734196,3.8219254022270164,2.9558891536127154,3.812793694837159,12.330658013348842,3.5573502246834376,4.695877577167247,17.674916379288714,5.214856523095908,3.632141989576572,7.445064187023729,3.3506437667956153,68.64985452465005,60.75061243450631
